"Title","Description","Category","Thumbnail Image","Is Featured","ID","Created Date","Updated Date","Owner","Labels","thumbnailUrl","playbackUrl","UploadDate","OwnerName","Video","Portfolio (Item)","Heading Color","CategoryRef","Publish Date","Unpublish Date","Status"
"Celebrating Atlanta’s Black-Owned Businesses | The Russell Center","DP | Editor | Audio Mixer
Shot on Sony FX6: Sony 24-105mm f/4
Software: Final Cut Pro X

Join us as we shine a spotlight on the thriving Black business community in Atlanta! This two-part commercial series, produced by the Russell Center for Innovation and Entrepreneurship and filmed by Cochran Films, showcases the incredible entrepreneurs shaping the city’s future. 

From innovative startups to beloved local gems, discover the stories behind Atlanta’s top Black-owned businesses and the people who make them stand out. Watch both parts for an inspiring journey through entrepreneurship, creativity, and success in Atlanta.","Commercials","wix:image://v1/aeef42_077a43cf29284001a9453221835fffca~mv2.jpg/BBM_Thumb.jpg#originWidth=3840&originHeight=2160",,"8a8be33a-39bf-434e-9d23-679829ffaf5d",2025-01-04T03:03:50Z,2025-07-18T09:46:47Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",[],"https://static.wixstatic.com/media/aeef42_077a43cf29284001a9453221835fffca~mv2.jpg","https://video.wixstatic.com/video/aeef42_c0aa42ded8cc4cd2b1e5a37bba7ce066/2160p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_c0aa42ded8cc4cd2b1e5a37bba7ce066/BlkBusinessMonth_Combined.m4v#posterUri=aeef42_c0aa42ded8cc4cd2b1e5a37bba7ce066f000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/celebrating-atlanta%E2%80%99s-black-owned-businesses-%7C-the-russell-center","#FFFFFF","a7b80c6e-f7f3-4320-bd59-38c356ae15df",2025-01-04T03:03:50Z,,"PUBLISHED"
"Chromatic Black - 2024 & Beyond","Step into the future of creativity and culture with Chromatic Black’s “Winter 2024 & Beyond.” This video captures the vision, artistry, and groundbreaking projects shaping the next chapter of their journey.","Events","wix:image://v1/aeef42_81faae7543dc49fe920bc634b698b769~mv2.png/Chromatic%20Black%20Winter%202024%20&%20Beyond.png#originWidth=3454&originHeight=1942",,"95f3a638-b0e6-442c-80e5-36336f46caf3",2025-01-24T05:21:51Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_81faae7543dc49fe920bc634b698b769~mv2.png","https://video.wixstatic.com/video/aeef42_7154768fd056441687b8bed583da9fc3/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_7154768fd056441687b8bed583da9fc3/Chromatic%20Black%20Winter%202024%20&%20Beyond.m4v#posterUri=aeef42_7154768fd056441687b8bed583da9fc3f000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/chromatic-black-winter-2024-%26-beyond","#FFFFFF","51161a57-04f7-4b2e-b520-c7392b2b4710",2025-01-24T03:45:38Z,,"PUBLISHED"
"RICE March Madness","Experience the excitement of RICE March Madness, an event that blends entrepreneurial energy with the thrill of competition, celebrating innovation and collaboration.","Corporate","wix:image://v1/aeef42_a313661976e748d29cbe2a921bad5c9f~mv2.png/Rice%20March%20Madness.png#originWidth=3184&originHeight=1792",true,"995fc127-d262-4523-81f1-4148949be89c",2025-01-24T06:44:46Z,2025-07-19T03:25:17Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_a313661976e748d29cbe2a921bad5c9f~mv2.png","https://video.wixstatic.com/video/aeef42_cc70bbce41cf437f902f3699966aecd0/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_cc70bbce41cf437f902f3699966aecd0/RICE%20March%20Madness.m4v#posterUri=aeef42_cc70bbce41cf437f902f3699966aecd0f000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/rice-march-madness","#FFFFFF","e2695731-ce41-46d3-b7ce-cfabbcd2cfd1",2025-01-24T06:24:16Z,,"PUBLISHED"
"RICE x ABC Veterans","This video showcases RICE’s partnership with ABC Veterans, celebrating initiatives that support veteran entrepreneurs and their journey toward building successful businesses.","Corporate","wix:image://v1/aeef42_2cd9c112ce5e4a2e8e0ebf6aecdbd8e7~mv2.png/RICE%20x%20ABC%20Veterans.png#originWidth=3446&originHeight=1940",,"a633ea71-68ed-44a2-999a-db1136cde21b",2025-01-24T06:31:00Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_2cd9c112ce5e4a2e8e0ebf6aecdbd8e7~mv2.png","https://video.wixstatic.com/video/aeef42_a301105c12524eed809750b5bc557f96/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_a301105c12524eed809750b5bc557f96/RICE%20x%20ABC%20Veterans.mp4#posterUri=aeef42_a301105c12524eed809750b5bc557f96f000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/rice-x-abc-veterans","#FFFFFF","e2695731-ce41-46d3-b7ce-cfabbcd2cfd1",2025-01-24T06:24:16Z,,"PUBLISHED"
"Cam Newton Talks Football, Youth Development, and the Future at Pylon 7v7 Tournament","DP | Editor | Gaffer
Shot on Sony FX6: Sony 24-105mm f/4
Software: Final Cut Pro X

Step onto the field with NFL legend Cam Newton as he shares his passion for football and youth empowerment during the Pylon 7v7 tournament. In this exclusive interview, Cam discusses his mission to inspire the next generation of athletes, the importance of mentorship, and how events like Pylon 7v7 shape the future of the game.

🎙️ Don’t miss this candid conversation with one of football’s most dynamic figures!

📍 Filmed at the Pylon 7v7 Tournament
🎥 Hosted by Cochran Films – ‘Stories that tell themselves.’","Podcasts","wix:image://v1/aeef42_e1551b79f90b4449916856ecd9cedf99~mv2.jpg/Thumbnail2.JPG#originWidth=3840&originHeight=2160",,"b62fcbd1-c1a0-4010-9525-292f24b73300",2025-01-14T08:03:16Z,2025-07-18T09:46:47Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",,"https://static.wixstatic.com/media/aeef42_e1551b79f90b4449916856ecd9cedf99~mv2.jpg","https://video.wixstatic.com/video/aeef42_10ae786c5aa14036b38371bff6ecaf29/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_10ae786c5aa14036b38371bff6ecaf29/CamNewton_PylonInterview_1.mp4#posterUri=aeef42_10ae786c5aa14036b38371bff6ecaf29f000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/cam-newton-talks-football%2C-youth-development%2C-and-the-future-at-pylon-7v7-tournament","#FFFFFF","e69012ac-b5d1-4cb7-a02b-0e9fe7fbe219",2025-01-14T08:03:16Z,,"PUBLISHED"
"T-Pain Pt. 2 - Storytime with Legendary Jerry","Storytime with the Legendary Jerry is a dynamic podcast that brings to life true stories and exclusive interviews from Hip Hop’s Golden Age—narrated by someone who witnessed it all from the heart of Atlanta. This show pays tribute to the culture by highlighting the pivotal role Atlanta has played in shaping the industry.

Each week, Legendary Jerry sits down with special guests to share untold stories that helped define Hip Hop. Together, they dive into the music, the business, the hustle, and the culture—offering an insider’s perspective on the industry’s evolution.

What sets this podcast apart is its unwavering focus on Atlanta’s influence on Hip Hop, as well as the contributions of the South as a whole. Guests will include both Atlanta-based icons and global creatives, ensuring a rich and diverse narrative that showcases the city’s undeniable impact.

Atlanta influences everything—past, present, and future.","Podcasts","wix:image://v1/aeef42_365b3ac5fd9e4ca8a9db29d6648e8029~mv2.jpg/TPain_Thumb.jpg#originWidth=1920&originHeight=1080",true,"bafe4f48-6f2b-4800-8e9a-090118468314",2025-01-28T23:12:29Z,2025-07-19T03:26:09Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",,"https://static.wixstatic.com/media/aeef42_365b3ac5fd9e4ca8a9db29d6648e8029~mv2.jpg","https://video.wixstatic.com/video/aeef42_72ff9e59d77f4503b517e91b2036fc6c/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_72ff9e59d77f4503b517e91b2036fc6c/T-Pain%20Pt.%202%20-%20Storytime%20with%20Legendary%20Jerry.mp4#posterUri=aeef42_72ff9e59d77f4503b517e91b2036fc6cf000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/t-pain-pt.-1---storytime-with-legendary-jerry-","#FFFFFF","e69012ac-b5d1-4cb7-a02b-0e9fe7fbe219",2025-01-28T23:12:28Z,,"PUBLISHED"
"Win Against Procrastination ","In this ‘Severance’-inspired short by Course Creator Academy, in collaboration with JB Flickss and Cochran Films, a simple task spirals into a mental maze of delay and distraction. Through eerie sound design and moody visuals, we explore the quiet tension of procrastination—and how it takes more than time to break the cycle.","Shorts","wix:image://v1/aeef42_de3bc871d7b349838350b58465236587~mv2.jpg/win%20against%20procrastination.00_00_03_22.Still001.jpg#originWidth=1280&originHeight=720",true,"bb251982-e7f2-4de6-869a-a40cd81c0e9a",2025-07-19T04:04:05Z,2025-07-19T04:08:01Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",,"https://static.wixstatic.com/media/aeef42_de3bc871d7b349838350b58465236587~mv2.jpg","https://video.wixstatic.com/video/aeef42_d5f23bd4e72c47a8ba1b47cbe9b047e7/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_d5f23bd4e72c47a8ba1b47cbe9b047e7/win%20against%20procrastination.mov#posterUri=aeef42_d5f23bd4e72c47a8ba1b47cbe9b047e7f000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/win-against-procrastination-","#FFFFFF","4e603484-34c8-4f16-b729-02eca2475ee9",2025-07-19T04:04:05Z,,"PUBLISHED"
"Scratch Master DJ POPO Presents OH MY GOSH POPO Vol 2. Episode 2","Cam Op. | A/V Tech Assistant 
Shot on Sony FX3: Tamron 35-150mm f/2.8, Sony 16-35mm f/2.8
Software: Adobe Premiere Pro

Scratch Master DJ POPO Presents ""OH MY GOSH POPO"" Vol 2. Episode 2 

Location: @ The Patio Social Club - SMYRNA (@thepatioatl)","Live Broadcast","wix:image://v1/aeef42_481d9b2e49af468583eef4c59957e49a~mv2.jpg/DJ_Popo_Smyrna_Thumb.jpg#originWidth=1920&originHeight=1080",,"c155f954-9408-4bfc-8a0f-688feb546d70",2025-01-14T09:24:46Z,2025-07-18T09:46:47Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",,"https://static.wixstatic.com/media/aeef42_481d9b2e49af468583eef4c59957e49a~mv2.jpg","https://video.wixstatic.com/video/aeef42_94047491c1984aa3a159da4e19ef20e7/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_94047491c1984aa3a159da4e19ef20e7/Scratch%20Master%20DJ%20POPO%20Presents%20%20OH%20MY%20GOSH%20POPO%20%20Vol%202.%20Episode%202%20_%20The%20Patio%20Social%20Club#posterUri=aeef42_94047491c1984aa3a159da4e19ef20e7f000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/scratch-master-dj-popo-presents-oh-my-gosh-popo-vol-2.-episode-2","#FFFFFF","645c4546-93f8-44f9-90cd-04a97b1d1570",2025-01-14T09:24:46Z,,"PUBLISHED"
"Take Good Care: Season 5 Episode 5 - The Rebrand, Part 3: Same Doctors, New Name","Join Drs. Williams, Guthrie, and Greene as they take you behind the scenes of the exciting rebrand from Peachtree City Obstetrics & Gynecology to Rosa Gynecology! In this episode, they reflect on the practice’s evolution, sharing insights into past logos, the inspiration behind the new name, and the journey of redefining their brand to better serve patients.

Beyond the rebranding process, the doctors discuss what this transformation means for their mission, patient care, and the future of women’s health. They also dive into the importance of creating a welcoming, patient-centered experience and how Rosa Gynecology is committed to empowering women through every stage of life.

Tune in for an engaging conversation that highlights the vision, dedication, and passion behind Rosa Gynecology’s new chapter!","Podcasts","wix:image://v1/aeef42_d05ec527610f4a528baaf295c28bd043~mv2.jpg/Rosa_Wide_Apr18.jpg#originWidth=3840&originHeight=2160",true,"c3b6b9bb-8030-4a80-8c59-1168d1c7e6a7",2025-01-29T10:05:54Z,2025-07-19T03:35:25Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",,"https://static.wixstatic.com/media/aeef42_d05ec527610f4a528baaf295c28bd043~mv2.jpg","https://video.wixstatic.com/video/aeef42_a51c1184de414452893f8df5d3ff706a/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_a51c1184de414452893f8df5d3ff706a/Take%20Good%20Care%20Season%205%20Episode%205%20-%20The%20Rebrand,%20Part%203%20Same%20Doctors,%20New%20Name..mp4#posterUri=aeef42_a51c1184de414452893f8df5d3ff706af000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/take-good-care%3A-season-5-episode-5---the-rebrand%2C-part-3%3A-same-doctors%2C-new-name","#FFFFFF","e69012ac-b5d1-4cb7-a02b-0e9fe7fbe219",2025-01-29T10:05:54Z,,"PUBLISHED"
"Course Creator Academy Seminar","Explore the highlights of the Course Creator Academy Seminar, where creators and entrepreneurs gathered to enhance their skills in content creation and storytelling. This seminar offered actionable insights and hands-on learning for all participants.
","Education","wix:image://v1/aeef42_d4d2b51409134e80b17148d85aeae929~mv2.jpeg/Course%20Creator%20Academy%20Seminar.jpeg#originWidth=1280&originHeight=720",,"c3bdd57f-065c-48ff-bc9c-08c103acc3b6",2025-01-24T03:54:49Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_d4d2b51409134e80b17148d85aeae929~mv2.jpeg","https://video.wixstatic.com/video/aeef42_c2ae5e0c361d4c1e9eaded93be6fa2f6/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_c2ae5e0c361d4c1e9eaded93be6fa2f6/Course%20Creator%20Academy%20Seminar.mp4#posterUri=aeef42_c2ae5e0c361d4c1e9eaded93be6fa2f6f000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/course-creator-academy-seminar","#FFFFFF","f32c9bad-76f2-4ac6-9620-d297657c0b82",2025-01-24T03:45:38Z,,"PUBLISHED"
"RICE x PayPal Readiness Academy","This video highlights the RICE x PayPal Readiness Academy, an initiative empowering entrepreneurs with the tools and knowledge needed to succeed in the ever-evolving digital economy.","Corporate","wix:image://v1/aeef42_0fbea20d90d946dd85c36f0f6aa5f776~mv2.png/RICE%20x%20PayPal%20Readiness%20Academy.png#originWidth=3456&originHeight=1948",,"c7a903f0-1716-4991-8636-8ae9a197c246",2025-01-24T06:39:45Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_0fbea20d90d946dd85c36f0f6aa5f776~mv2.png","https://video.wixstatic.com/video/aeef42_2701be5cf36b416dac1bdcee2af552fe/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_2701be5cf36b416dac1bdcee2af552fe/RICE%20x%20PayPal%20Readiness%20Academy.m4v#posterUri=aeef42_2701be5cf36b416dac1bdcee2af552fef000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/rice-x-paypal-readiness-academy","#FFFFFF","e2695731-ce41-46d3-b7ce-cfabbcd2cfd1",2025-01-24T06:24:16Z,,"PUBLISHED"
"7even Kids Fresh Commercial","A lively and engaging commercial showcasing the 7even Kids Fresh skincare line. This video brings the brand’s commitment to fun, freshness, and high-quality products to life for young audiences.","Commercials","wix:image://v1/aeef42_de8d250539694fdb8aee32fac7f9206d~mv2.jpg/7even%20Kids%20Fresh%20Commercial.jpg#originWidth=1920&originHeight=1080",true,"c8d4d970-2ed8-4c19-a939-87afc0530e1b",2025-01-24T05:28:16Z,2025-07-19T03:25:31Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_de8d250539694fdb8aee32fac7f9206d~mv2.jpg","https://video.wixstatic.com/video/aeef42_4cdb075743f44fe6a09f19c7f66ed0e4/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_4cdb075743f44fe6a09f19c7f66ed0e4/7even%20Kids%20Fresh%20Commercial.m4v#posterUri=aeef42_4cdb075743f44fe6a09f19c7f66ed0e4f000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/7even-kids-fresh-commercial","#FFFFFF","a7b80c6e-f7f3-4320-bd59-38c356ae15df",2025-01-24T03:45:38Z,,"PUBLISHED"
"Rich Girls HQ Brunch in Black","This video captures the elegance and empowerment of the “Brunch in Black” event hosted by Rich Girls HQ. Attendees celebrated community, connection, and success in an inspiring atmosphere filled with style and sophistication.","Corporate","wix:image://v1/aeef42_9a41e83b5d814cf09c1d5039d5c1e2b0~mv2.jpg/Rich%20Girls%20HQ_%20Brunch%20in%20Black.jpg#originWidth=3840&originHeight=2160",,"ca724d78-9c8d-48e8-802d-4bcd7446f55f",2025-01-24T03:45:37Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_9a41e83b5d814cf09c1d5039d5c1e2b0~mv2.jpg","https://video.wixstatic.com/video/aeef42_b9c6094cc32d49fb91fd4825819ac2fb/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_b9c6094cc32d49fb91fd4825819ac2fb/Rich%20Girls%20HQ%20Brunch%20in%20Black.m4v#posterUri=aeef42_b9c6094cc32d49fb91fd4825819ac2fbf000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/rich-girls-hq-brunch-in-black","#FFFFFF","e2695731-ce41-46d3-b7ce-cfabbcd2cfd1",2025-01-24T03:45:38Z,,"PUBLISHED"
"7even Kids Fresh: Dive into a World of Freshness & Fun","Step into the vibrant world of 7even Kids Fresh with this lively video! Showcasing the brand’s fun, fresh approach to skincare, it’s a celebration of quality products made for young adventurers.","Commercials","wix:image://v1/aeef42_ab5e95728333493f892b74fefd16b702~mv2.jpg/7even%20Kids%20Fresh%20Dive%20into%20a%20World%20of%20Freshness%20&%20Fun.jpg#originWidth=1920&originHeight=1080",,"cd5d0187-f95a-4ee7-9c83-45f5d4c29ed5",2025-01-24T04:57:15Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_ab5e95728333493f892b74fefd16b702~mv2.jpg","https://video.wixstatic.com/video/aeef42_6049704bb253437282ee6917efa0e67c/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_6049704bb253437282ee6917efa0e67c/7even%20Kids%20Fresh_%20Dive%20into%20a%20World%20of%20Freshness%20&%20Fun.mp4#posterUri=aeef42_6049704bb253437282ee6917efa0e67cf000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/7even-kids-fresh%3A-dive-into-a-world-of-freshness-%26-fun","#FFFFFF","a7b80c6e-f7f3-4320-bd59-38c356ae15df",2025-01-24T03:45:38Z,,"PUBLISHED"
"DCPR Fairy Princess Ball 2025","The Annual Fairy Princess Ball, hosted by Douglas County Parks & Recreation, was a night of enchantment and wonder. Daddies and daughters shared a magical evening filled with dance competitions, whimsical face painting, photo booths, prize giveaways, and a delicious buffet. 
Unforgettable moments were captured as they celebrated their special bond in a fairy-tale setting, creating memories to cherish for years.","Corporate","wix:image://v1/aeef42_3159fc12fc81424eb060c21978bd9eca~mv2.jpg/Sequence%2001.00_00_18_23.Still001.jpg#originWidth=1920&originHeight=1080",,"cda3f5b7-311d-4dcd-af05-8c05c9a0cdf5",2025-02-10T05:33:42Z,2025-07-18T09:46:47Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",,"https://static.wixstatic.com/media/aeef42_3159fc12fc81424eb060c21978bd9eca~mv2.jpg","https://video.wixstatic.com/video/aeef42_d941b2ffbdb546a7aaf2df53dbde2a02/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_d941b2ffbdb546a7aaf2df53dbde2a02/FPB2025.mp4#posterUri=aeef42_d941b2ffbdb546a7aaf2df53dbde2a02f000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/dcpr-fairy-princess-ball-2025","#FFFFFF","e2695731-ce41-46d3-b7ce-cfabbcd2cfd1",2025-02-10T05:33:42Z,,"PUBLISHED"
"Revolutionizing Accessibility: Interview with Looie App Founder | CES 2024","DP | Editor
Shot on Sony FX6: Sony 24-105mm f/4
Software: Final Cut Pro X

Join us at CES 2024 as we sit down with the visionary founder of Looie App, the platform transforming restroom accessibility for everyone. Learn how Looie is leveraging technology to address a critical everyday need and empower individuals on the go.

Discover the inspiration behind the app, its impact, and the exciting future plans shared during this exclusive interview. Don’t miss this inside look at one of CES 2024’s most innovative projects!","Events","wix:image://v1/aeef42_c2be816c6c824ef98f5a9adcd13a9ead~mv2.jpg/Looie_Thumb.jpg#originWidth=1920&originHeight=1080",,"ce71e544-273d-42be-94f8-29b09064aaa9",2025-01-12T01:13:39Z,2025-07-18T09:46:47Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",[],"https://static.wixstatic.com/media/aeef42_c2be816c6c824ef98f5a9adcd13a9ead~mv2.jpg","https://video.wixstatic.com/video/aeef42_3bb9d917518d4fa8a13ff56de7f6b9bb/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_3bb9d917518d4fa8a13ff56de7f6b9bb/Looie_Cutler_Interview.m4v#posterUri=aeef42_3bb9d917518d4fa8a13ff56de7f6b9bbf000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/revolutionizing-accessibility%3A-interview-with-looie-app-founder-%7C-ces-2024","#FFFFFF","51161a57-04f7-4b2e-b520-c7392b2b4710",2025-01-12T01:13:39Z,,"PUBLISHED"
"DCPR Presents: Legacy On Ice","DP | Editor | Gaffer
Shot on Sony FX3: Tamron 35-150mm f/2.8, Sony 24-105mm f/4
Software: Adobe Premiere Pro

Legacy On Ice: A Winter Wonderland for Douglas County!
What an unforgettable event! Legacy On Ice, hosted by Douglas County Parks & Recreation, brought over 7,000 people together to celebrate community, joy, and winter fun. From ice skating to carnival rides, zip lining, rock climbing, face painting, axe throwing, and so much more, this event truly had something for everyone!

The best part? The entire event was FREE for all to enjoy, with ice skating available for just $10—a true gift to the community.

A huge shoutout to Tammy Cochran of Deer Lick Park and her entire team for their incredible vision and hard work in making this magical event possible. Your dedication brought smiles, laughter, and unforgettable memories to so many. 
Thank you to the amazing businesses, volunteers, and participants who came together to make Legacy On Ice a shining success. Until next time, Douglasville!","Corporate","wix:image://v1/aeef42_643bcc7db2034398bee27e027782faba~mv2.jpg/Legacy_Thumb.jpg#originWidth=1920&originHeight=1080",,"e162a58b-e27c-4dce-8367-41034bc12837",2025-01-14T08:10:50Z,2025-07-18T09:46:47Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",,"https://static.wixstatic.com/media/aeef42_643bcc7db2034398bee27e027782faba~mv2.jpg","https://video.wixstatic.com/video/aeef42_551980cf2b734e0f920f65a4d1677890/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_551980cf2b734e0f920f65a4d1677890/LegacyOnIce.mp4#posterUri=aeef42_551980cf2b734e0f920f65a4d1677890f000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/dcpr-presents%3A-legacy-on-ice","#FFFFFF","e2695731-ce41-46d3-b7ce-cfabbcd2cfd1",2025-01-14T08:10:50Z,,"PUBLISHED"
"RICE x Hanover Partnership","Explore the collaboration between RICE and Hanover in this video, highlighting a partnership that fosters innovation, growth, and opportunities for entrepreneurs in diverse industries.","Corporate","wix:image://v1/aeef42_0c3d150db7e8400c95843a68a6374d95~mv2.jpg/RICE%20x%20Hanover%20Partnership.jpg#originWidth=3840&originHeight=2160",,"e771fc2d-bfc6-407d-a548-a9c368faae20",2025-01-24T06:28:57Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_0c3d150db7e8400c95843a68a6374d95~mv2.jpg","https://video.wixstatic.com/video/aeef42_be4dd07088834d25a4c2afdb4d24dfe7/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_be4dd07088834d25a4c2afdb4d24dfe7/RICE%20x%20Hanover%20Partnership.m4v#posterUri=aeef42_be4dd07088834d25a4c2afdb4d24dfe7f000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/rice-x-hanover-partnership","#FFFFFF","e2695731-ce41-46d3-b7ce-cfabbcd2cfd1",2025-01-24T06:24:16Z,,"PUBLISHED"
"7even Kids Fresh: Face Toner","Discover the refreshing benefits of 7even Kids Fresh Face Toner in this promotional video. Designed for young, sensitive skin, this toner provides a gentle yet effective cleansing experience, leaving skin glowing and hydrated.","Commercials","wix:image://v1/aeef42_29c1d96286634e0ba8afe6e8efe8a47f~mv2.jpg/7even%20Kids%20Fresh_%20Face%20Toner.jpg#originWidth=1920&originHeight=1080",,"ebd17d44-2f4c-4b99-9605-8768c45c3d5a",2025-01-24T04:42:16Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_29c1d96286634e0ba8afe6e8efe8a47f~mv2.jpg","https://video.wixstatic.com/video/aeef42_e86e1fc17be8432ea11caed24a6a3fe7/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_e86e1fc17be8432ea11caed24a6a3fe7/7even%20Kids%20Fresh_%20Face%20Toner.m4v#posterUri=aeef42_e86e1fc17be8432ea11caed24a6a3fe7f000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/7even-kids-fresh%3A-face-toner","#FFFFFF","a7b80c6e-f7f3-4320-bd59-38c356ae15df",2025-01-24T03:45:38Z,,"PUBLISHED"
